"date","Hour","Usage","LagRP","LeadRP","LagPF","LeadPF","CO2","LtypeLight_Load","LtypeMaximum_Load","LtypeMedium_Load","WstatusWeekday","WstatusWeekend","DweekFriday","DweekMonday","DweekSaturday","DweekSunday","DweekThursday","DweekTuesday","DweekWednesday"
"2018-01-03"," 2","1300","1923","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-03"," 3","1300","1945","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-03"," 7","1294","1761","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-03"," 8","2994","1741","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-03","13","3552","  22","2173"," 99.989999999999995","  0.000000000000000","0.0025000000000000001","0","0","1","1","0","0","0","0","0","0","0","1"
"2018-01-03","14","1998","3556","1214"," 95.219999999999999","  0.000000000000000","0.0250000000000000014","0","0","1","1","0","0","0","0","0","0","0","1"
"2018-01-03","21"," 328","  97"," 709"," 99.620000000000005","  0.000000000000000","0.0149999999999999994","0","0","1","1","0","0","0","0","0","0","0","1"
"2018-01-04"," 8","2474","1967","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","1","0","0"
"2018-01-04","12","4181","2739","   2"," 89.290000000000006","  0.000000000000000","0.0550000000000000003","0","1","0","1","0","0","0","0","0","1","0","0"
"2018-01-04","20","2209","3955","   2"," 92.810000000000002","  0.000000000000000","0.0224999999999999992","0","1","0","1","0","0","0","0","0","1","0","0"
"2018-01-05"," 5","1299","2075","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","1","0","0","0","0","0","0"
"2018-01-05"," 6","1305","2108","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","1","0","0","0","0","0","0"
"2018-01-05","10","4151","1407","   2"," 94.890000000000001","  0.000000000000000","0.0524999999999999981","0","0","1","1","0","1","0","0","0","0","0","0"
"2018-01-05","12","4182","2677","   2"," 89.680000000000007","  0.000000000000000","0.0550000000000000003","0","1","0","1","0","1","0","0","0","0","0","0"
"2018-01-05","16","4155","2203","   2"," 92.010000000000005","  0.000000000000000","0.0524999999999999981","0","0","1","1","0","1","0","0","0","0","0","0"
"2018-01-05","20","2338","3828","   2"," 93.930000000000007","  0.000000000000000","0.0275000000000000001","0","1","0","1","0","1","0","0","0","0","0","0"
"2018-01-05","22","2265","   2"," 185","100.000000000000000","  0.000000000000000","0.0000000000000000000","0","0","1","1","0","1","0","0","0","0","0","0"
"2018-01-06"," 4"," 977","2541","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-06"," 8"," 951","2396","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-06","12"," 727","   2"," 706","100.000000000000000","  0.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-06","14"," 590","   2","1846","100.000000000000000","  0.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-06","19"," 548","   2","1085","100.000000000000000","  0.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-06","22"," 602","   2","1785","100.000000000000000","  0.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-07"," 3"," 455"," 875","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-07"," 6"," 452","1090","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-07","11"," 738","   2","1798","100.000000000000000","  0.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-07","17"," 746","   2","1860","100.000000000000000","  0.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-08","10","4113","1454","   2"," 94.400000000000006","  0.000000000000000","0.0500000000000000028","0","0","1","1","0","0","1","0","0","0","0","0"
"2018-01-08","13","3557","  31","2178"," 99.980000000000004","  0.000000000000000","0.0000000000000000000","0","0","1","1","0","0","1","0","0","0","0","0"
"2018-01-08","15","3760","1367","   2"," 92.939999999999998","  0.000000000000000","0.0425000000000000031","0","0","1","1","0","0","1","0","0","0","0","0"
"2018-01-08","19","4108","2390","  35"," 90.540000000000006","  0.000000000000000","0.0500000000000000028","0","1","0","1","0","0","1","0","0","0","0","0"
"2018-01-09"," 2","1329","1716","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-09"," 3","1320","1719","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-09"," 4","1324","1765","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-09"," 8","4224","3101","   2","  0.000000000000000","100.000000000000000","0.0050000000000000001","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-09","10","4198","2066","   2"," 93.340000000000003","  0.000000000000000","0.0575000000000000025","0","0","1","1","0","0","0","0","0","0","1","0"
"2018-01-09","11","4169","1796","   2"," 93.959999999999994","  0.000000000000000","0.0550000000000000003","0","1","0","1","0","0","0","0","0","0","1","0"
"2018-01-09","13","4146","3111","2093"," 99.599999999999994","  0.000000000000000","0.0050000000000000001","0","0","1","1","0","0","0","0","0","0","1","0"
"2018-01-09","19","4033","1996","  47"," 91.900000000000006","  0.000000000000000","0.0500000000000000028","0","1","0","1","0","0","0","0","0","0","1","0"
"2018-01-09","21","3936"," 513"," 101"," 96.140000000000001","  0.000000000000000","0.0475000000000000006","0","0","1","1","0","0","0","0","0","0","1","0"
"2018-01-09","24","1295","1573","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-10"," 2","1298","1921","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-10"," 4","1290","1768","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-10"," 5","1287","1769","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-10"," 9","4044","2678","   2","  0.000000000000000","100.000000000000000","0.0500000000000000028","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-10","13","3890","3126","2167"," 99.310000000000002","  0.000000000000000","0.0025000000000000001","0","0","1","1","0","0","0","0","0","0","0","1"
"2018-01-10","16","4092","1420","   2"," 94.379999999999995","  0.000000000000000","0.0524999999999999981","0","0","1","1","0","0","0","0","0","0","0","1"
"2018-01-10","21","1683","   2"," 239","100.000000000000000","  0.000000000000000","0.0000000000000000000","0","0","1","1","0","0","0","0","0","0","0","1"
"2018-01-11"," 9","4116","2803","   2","  0.000000000000000","100.000000000000000","0.0500000000000000028","1","0","0","1","0","0","0","0","0","1","0","0"
"2018-01-11","15","4136","1846","   2"," 93.340000000000003","  0.000000000000000","0.0524999999999999981","0","0","1","1","0","0","0","0","0","1","0","0"
"2018-01-11","17","3956","1988","   2"," 91.400000000000006","  0.000000000000000","0.0449999999999999983","0","0","1","1","0","0","0","0","0","1","0","0"
"2018-01-11","18","3362","3962"," 294"," 96.180000000000007","  0.000000000000000","0.0374999999999999986","0","1","0","1","0","0","0","0","0","1","0","0"
"2018-01-11","22","1886","   2"," 222","100.000000000000000","  0.000000000000000","0.0000000000000000000","0","0","1","1","0","0","0","0","0","1","0","0"
"2018-01-11","23","1465","1911"," 397"," 72.670000000000002","  0.000000000000000","0.0000000000000000000","0","1","0","1","0","0","0","0","0","1","0","0"
"2018-01-11","24","1317","2069","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","1","0","0"
"2018-01-12"," 4","1334","2103","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","1","0","0","0","0","0","0"
"2018-01-12"," 6","1458","2281","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","1","0","0","0","0","0","0"
"2018-01-12"," 9","3796","2490","   2","  0.000000000000000","100.000000000000000","0.0425000000000000031","1","0","0","1","0","1","0","0","0","0","0","0"
"2018-01-12","15","4189","2368","   2"," 91.920000000000002","  0.000000000000000","0.0550000000000000003","0","0","1","1","0","1","0","0","0","0","0","0"
"2018-01-12","21","3560"," 435","1225"," 95.140000000000001","  0.000000000000000","0.0400000000000000008","0","0","1","1","0","1","0","0","0","0","0","0"
"2018-01-13"," 1","1310","1105","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-13"," 6","1335","1719","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-13"," 7","1331","1720","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-13","23","1326","1329"," 395"," 76.730000000000004","  0.000000000000000","0.0000000000000000000","0","1","0","0","1","0","0","1","0","0","0","0"
"2018-01-13","24","1294","1333","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-14"," 4","1275","1956","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-14"," 7"," 989","1564","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-14","11","4239","   3","1313","100.000000000000000","  0.000000000000000","0.0100000000000000002","0","1","0","0","1","0","0","0","1","0","0","0"
"2018-01-14","15"," 223","  38"," 702","100.000000000000000","  0.000000000000000","0.0100000000000000002","0","0","1","0","1","0","0","0","1","0","0","0"
"2018-01-14","16","1015","2875","1007"," 98.629999999999995","  0.000000000000000","0.0200000000000000004","0","0","1","0","1","0","0","0","1","0","0","0"
"2018-01-14","18","1682","   2"," 234","100.000000000000000","  0.000000000000000","0.0000000000000000000","0","1","0","0","1","0","0","0","1","0","0","0"
"2018-01-14","19","1475","   2","1590","100.000000000000000","  0.000000000000000","0.0000000000000000000","0","1","0","0","1","0","0","0","1","0","0","0"
"2018-01-14","21","1493","   2"," 251","100.000000000000000","  0.000000000000000","0.0000000000000000000","0","0","1","0","1","0","0","0","1","0","0","0"
"2018-01-14","23","1307"," 864"," 400"," 80.510000000000005","  0.000000000000000","0.0000000000000000000","0","1","0","0","1","0","0","0","1","0","0","0"
"2018-01-15","20","3019"," 760","   2"," 91.170000000000002","  0.000000000000000","0.0299999999999999989","0","1","0","1","0","0","1","0","0","0","0","0"
"2018-01-15","21","2730"," 265"," 533"," 92.159999999999997","  0.000000000000000","0.0299999999999999989","0","0","1","1","0","0","1","0","0","0","0","0"
"2018-01-16"," 3","1310","2621","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-16","10","3539","1426","   2"," 91.359999999999999","  0.000000000000000","0.0400000000000000008","0","0","1","1","0","0","0","0","0","0","1","0"
"2018-01-16","12","3499","2582","   2"," 83.609999999999999","  0.000000000000000","0.0400000000000000008","0","1","0","1","0","0","0","0","0","0","1","0"
"2018-01-16","15","3270"," 983","   2"," 91.640000000000001","  0.000000000000000","0.0325000000000000011","0","0","1","1","0","0","0","0","0","0","1","0"
"2018-01-16","17","3297","1195","   2"," 90.760000000000005","  0.000000000000000","0.0374999999999999986","0","0","1","1","0","0","0","0","0","0","1","0"
"2018-01-16","20","3384","1584","   2"," 89.640000000000001","  0.000000000000000","0.0374999999999999986","0","1","0","1","0","0","0","0","0","0","1","0"
"2018-01-16","21","3438","1483","  47"," 90.329999999999998","  0.000000000000000","0.0400000000000000008","0","0","1","1","0","0","0","0","0","0","1","0"
"2018-01-16","23","1334"," 836"," 374"," 82.000000000000000","  0.000000000000000","0.0000000000000000000","0","1","0","1","0","0","0","0","0","0","1","0"
"2018-01-17"," 2","1320","2094","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-17"," 3","1332","2122","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-17"," 4","1318","2079","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-17"," 6","1315","1931","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-17","11","2871","3804","   2"," 95.500000000000000","  0.000000000000000","0.0325000000000000011","0","1","0","1","0","0","0","0","0","0","0","1"
"2018-01-17","15","2628","4064","   2"," 93.189999999999998","  0.000000000000000","0.0275000000000000001","0","0","1","1","0","0","0","0","0","0","0","1"
"2018-01-17","17","2263","3683","   2"," 94.810000000000002","  0.000000000000000","0.0275000000000000001","0","0","1","1","0","0","0","0","0","0","0","1"
"2018-01-17","21"," 871","2241","1807"," 99.980000000000004","  0.000000000000000","0.0200000000000000004","0","0","1","1","0","0","0","0","0","0","0","1"
"2018-01-17","24"," 696"," 235","   2","  0.000000000000000","100.000000000000000","0.0200000000000000004","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-18"," 3"," 799"," 543","   2","  0.000000000000000","100.000000000000000","0.0200000000000000004","1","0","0","1","0","0","0","0","0","1","0","0"
"2018-01-18"," 8"," 824"," 362","   2","  0.000000000000000","100.000000000000000","0.0200000000000000004","1","0","0","1","0","0","0","0","0","1","0","0"
"2018-01-18","19","4188","2602","  36"," 90.260000000000005","  0.000000000000000","0.0550000000000000003","0","1","0","1","0","0","0","0","0","1","0","0"
"2018-01-18","20","4201","2381","   2"," 92.150000000000006","  0.000000000000000","0.0550000000000000003","0","1","0","1","0","0","0","0","0","1","0","0"
"2018-01-19"," 1","2889","1233","   2","  0.000000000000000","100.000000000000000","0.0275000000000000001","1","0","0","1","0","1","0","0","0","0","0","0"
"2018-01-19"," 8","2709"," 991","   2","  0.000000000000000","100.000000000000000","0.0325000000000000011","1","0","0","1","0","1","0","0","0","0","0","0"
"2018-01-19","13","3339","  19","2162"," 99.989999999999995","  0.000000000000000","0.0000000000000000000","0","0","1","1","0","1","0","0","0","0","0","0"
"2018-01-19","14","4187","1981"," 498"," 93.560000000000002","  0.000000000000000","0.0575000000000000025","0","0","1","1","0","1","0","0","0","0","0","0"
"2018-01-19","18","3283"," 178"," 442"," 94.950000000000003","  0.000000000000000","0.0374999999999999986","0","1","0","1","0","1","0","0","0","0","0","0"
"2018-01-20"," 1","3103","1369","   2","  0.000000000000000","100.000000000000000","0.0350000000000000033","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-20"," 3","3041","1277","   2","  0.000000000000000","100.000000000000000","0.0325000000000000011","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-20"," 5","3389","1499","   2","  0.000000000000000","100.000000000000000","0.0374999999999999986","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-20"," 9"," 912","3762"," 496","  0.000000000000000"," 99.989999999999995","0.0200000000000000004","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-20","13","2777","   3"," 149","100.000000000000000","  0.000000000000000","0.0000000000000000000","0","0","1","0","1","0","0","1","0","0","0","0"
"2018-01-20","17","1173","1059","1800"," 99.659999999999997","  0.000000000000000","0.0200000000000000004","0","0","1","0","1","0","0","1","0","0","0","0"
"2018-01-20","18"," 668","  38"," 588","100.000000000000000","  0.000000000000000","0.0175000000000000017","0","1","0","0","1","0","0","1","0","0","0","0"
"2018-01-20","19"," 354","1065"," 553"," 99.349999999999994","  0.000000000000000","0.0100000000000000002","0","1","0","0","1","0","0","1","0","0","0","0"
"2018-01-20","23"," 512","3803","  55"," 85.390000000000001","  0.000000000000000","0.0149999999999999994","0","1","0","0","1","0","0","1","0","0","0","0"
"2018-01-21"," 2"," 906"," 641","   2","  0.000000000000000","100.000000000000000","0.0200000000000000004","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-21"," 3"," 832"," 506","   2","  0.000000000000000","100.000000000000000","0.0200000000000000004","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-21"," 5"," 915"," 662","   2","  0.000000000000000","100.000000000000000","0.0200000000000000004","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-21","10","1693","   2"," 181","100.000000000000000","  0.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-21","14","1689","   2"," 173","100.000000000000000","  0.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-21","19","1476","   2","1580","100.000000000000000","  0.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-21","24"," 963"," 834","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-22"," 3"," 943"," 876","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","1","0","0","0","0","0"
"2018-01-22"," 4"," 941","1065","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","1","0","0","0","0","0"
"2018-01-22"," 6"," 937"," 862","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","1","0","0","0","0","0"
"2018-01-22"," 8","1669","1559","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","1","0","0","0","0","0"
"2018-01-22","10","3725","1697","   2"," 91.180000000000007","  0.000000000000000","0.0449999999999999983","0","0","1","1","0","0","1","0","0","0","0","0"
"2018-01-22","12","3396","2598","   2"," 81.989999999999995","  0.000000000000000","0.0350000000000000033","0","1","0","1","0","0","1","0","0","0","0","0"
"2018-01-22","15","3032"," 965","   2"," 90.290000000000006","  0.000000000000000","0.0299999999999999989","0","0","1","1","0","0","1","0","0","0","0","0"
"2018-01-22","16","2806"," 383","   2"," 91.959999999999994","  0.000000000000000","0.0299999999999999989","0","0","1","1","0","0","1","0","0","0","0","0"
"2018-01-22","17","2725","4106","   2"," 93.170000000000002","  0.000000000000000","0.0299999999999999989","0","0","1","1","0","0","1","0","0","0","0","0"
"2018-01-22","20","3116","1034","   2"," 90.379999999999995","  0.000000000000000","0.0325000000000000011","0","1","0","1","0","0","1","0","0","0","0","0"
"2018-01-23"," 5"," 851"," 420","   2","  0.000000000000000","100.000000000000000","0.0200000000000000004","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-23"," 8","1046"," 490","   2","  0.000000000000000","100.000000000000000","0.0200000000000000004","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-23","14","3161"," 539","   2"," 92.950000000000003","  0.000000000000000","0.0350000000000000033","0","0","1","1","0","0","0","0","0","0","1","0"
"2018-01-23","17","3519","1490","   2"," 90.870000000000005","  0.000000000000000","0.0374999999999999986","0","0","1","1","0","0","0","0","0","0","1","0"
"2018-01-23","22"," 890","2240"," 133"," 99.980000000000004","  0.000000000000000","0.0200000000000000004","0","0","1","1","0","0","0","0","0","0","1","0"
"2018-01-23","23"," 994"," 180","  17"," 84.019999999999996","  0.000000000000000","0.0200000000000000004","0","1","0","1","0","0","0","0","0","0","1","0"
"2018-01-24"," 9","3077","2193","   2","  0.000000000000000","100.000000000000000","0.0374999999999999986","1","0","0","1","0","0","0","0","0","0","0","1"
"2018-01-24","14","3643","1621","  39"," 91.090000000000003","  0.000000000000000","0.0400000000000000008","0","0","1","1","0","0","0","0","0","0","0","1"
"2018-01-24","18","2214","3350"," 136"," 97.060000000000002","  0.000000000000000","0.0250000000000000014","0","1","0","1","0","0","0","0","0","0","0","1"
"2018-01-24","20"," 358","  14"," 731","100.000000000000000","  0.000000000000000","0.0125000000000000007","0","1","0","1","0","0","0","0","0","0","0","1"
"2018-01-24","23"," 864","4021","  21"," 85.409999999999997","  0.000000000000000","0.0200000000000000004","0","1","0","1","0","0","0","0","0","0","0","1"
"2018-01-25"," 4"," 493","4076","   2","  0.000000000000000","100.000000000000000","0.0149999999999999994","1","0","0","1","0","0","0","0","0","1","0","0"
"2018-01-25","11","2409","3172","   2"," 98.299999999999997","  0.000000000000000","0.0299999999999999989","0","1","0","1","0","0","0","0","0","1","0","0"
"2018-01-25","14","3042"," 489"," 677"," 92.640000000000001","  0.000000000000000","0.0325000000000000011","0","0","1","1","0","0","0","0","0","1","0","0"
"2018-01-25","18","1907","3170"," 424"," 97.879999999999995","  0.000000000000000","0.0250000000000000014","0","1","0","1","0","0","0","0","0","1","0","0"
"2018-01-25","22","1025","3401","1810"," 99.930000000000007","  0.000000000000000","0.0200000000000000004","0","0","1","1","0","0","0","0","0","1","0","0"
"2018-01-25","24"," 866"," 493","   2","  0.000000000000000","100.000000000000000","0.0200000000000000004","1","0","0","1","0","0","0","0","0","1","0","0"
"2018-01-26"," 4"," 842"," 529","   2","  0.000000000000000","100.000000000000000","0.0200000000000000004","1","0","0","1","0","1","0","0","0","0","0","0"
"2018-01-26","12","4100","2499","   2"," 89.609999999999999","  0.000000000000000","0.0524999999999999981","0","1","0","1","0","1","0","0","0","0","0","0"
"2018-01-26","14","4111","1166"," 508"," 95.209999999999994","  0.000000000000000","0.0524999999999999981","0","0","1","1","0","1","0","0","0","0","0","0"
"2018-01-26","24","3118","1419","   2","  0.000000000000000","100.000000000000000","0.0325000000000000011","1","0","0","1","0","1","0","0","0","0","0","0"
"2018-01-27"," 4","2301","1772","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-27"," 8","2994","2096","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","1","0","0","0","0"
"2018-01-27","14","  75","   3"," 950","100.000000000000000","  0.000000000000000","0.0100000000000000002","0","0","1","0","1","0","0","1","0","0","0","0"
"2018-01-27","15"," 209","   4"," 711","100.000000000000000","  0.000000000000000","0.0100000000000000002","0","0","1","0","1","0","0","1","0","0","0","0"
"2018-01-27","19","2481","   2","1409","100.000000000000000","  0.000000000000000","0.0000000000000000000","0","1","0","0","1","0","0","1","0","0","0","0"
"2018-01-28"," 5","1170","2448","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-28"," 7"," 981","2080","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-28"," 9","3629","2542"," 441","  0.000000000000000"," 90.010000000000005","0.0050000000000000001","1","0","0","0","1","0","0","0","1","0","0","0"
"2018-01-28","10"," 233","2228"," 708"," 99.980000000000004","  0.000000000000000","0.0125000000000000007","0","0","1","0","1","0","0","0","1","0","0","0"
"2018-01-28","12"," 335","3206","  39"," 93.340000000000003","  0.000000000000000","0.0125000000000000007","0","1","0","0","1","0","0","0","1","0","0","0"
"2018-01-28","14","4214","   5","1792","100.000000000000000","  0.000000000000000","0.0025000000000000001","0","0","1","0","1","0","0","0","1","0","0","0"
"2018-01-28","21","2633","   2"," 238","100.000000000000000","  0.000000000000000","0.0000000000000000000","0","0","1","0","1","0","0","0","1","0","0","0"
"2018-01-29"," 2"," 977","1546","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","1","0","0","0","0","0"
"2018-01-29"," 3","1299","2105","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","1","0","0","0","0","0"
"2018-01-29"," 5"," 971","1513","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","1","0","0","0","0","0"
"2018-01-29"," 7"," 973","1334","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","1","0","0","0","0","0"
"2018-01-29","18","4083","1001","  39"," 95.500000000000000","  0.000000000000000","0.0500000000000000028","0","1","0","1","0","0","1","0","0","0","0","0"
"2018-01-29","19","4129","2494","   2"," 90.120000000000005","  0.000000000000000","0.0500000000000000028","0","1","0","1","0","0","1","0","0","0","0","0"
"2018-01-29","24","3017","1392","   2","  0.000000000000000","100.000000000000000","0.0325000000000000011","1","0","0","1","0","0","1","0","0","0","0","0"
"2018-01-30"," 2"," 208","3642","   2","  0.000000000000000","100.000000000000000","0.0100000000000000002","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-30"," 4","2274","2450","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-30"," 6"," 781","1109","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-30"," 7","1288","2088","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-30"," 8","2784","1918","   2","  0.000000000000000","100.000000000000000","0.0000000000000000000","1","0","0","1","0","0","0","0","0","0","1","0"
"2018-01-30","10","3969"," 765","   2"," 95.599999999999994","  0.000000000000000","0.0475000000000000006","0","0","1","1","0","0","0","0","0","0","1","0"
"2018-01-30","11","4167","1696","   2"," 94.099999999999994","  0.000000000000000","0.0550000000000000003","0","1","0","1","0","0","0","0","0","0","1","0"
"2018-01-30","17","3136"," 644","   2"," 92.510000000000005","  0.000000000000000","0.0350000000000000033","0","0","1","1","0","0","0","0","0","0","1","0"
